,intent_label,words,word_labels,length
11553,GetWeather,Whats the feel like temp right now,O O O O B-condition_description O B-timeRange,7
11554,ModifyAlarm,Change my 9am alarm to 8am,O O B-timeRange O B-timeRange I-timeRange,6
11555,SetReminder,Remind me to order more cat litter online.,O O O B-todo I-todo I-todo I-todo I-todo O,9
11556,GetWeather,What is the weather next week,O O O B-condition_description B-timeRange I-timeRange,6
11557,GetWeather,What time is it supposed to start raining?,O O O O O O O B-condition_temperature O,9
11558,GetWeather,Will it be sunny in San Francisco?,O O O B-condition_temperature O B-geographic_poi I-geographic_poi O,8
11559,SetReminder,remind me to go to the store after work,O O O B-todo I-todo I-todo I-todo I-todo I-todo,9
11560,CancelReminder,cancel the reminder to call John,O O B-reminder_type O B-todo I-todo,6
11561,GetWeather,should I bring a hat,O O O O B-condition_temperature,5
11562,GetWeather,"its cloudy, will it rain today?",O B-condition_temperature O O O B-condition_temperature B-timeRange O,8
11563,SetAlarm,I'd like to set my alarm for 3:00am this Saturday.,O O O O O O B-timeRange O I-timeRange I-timeRange O,11
11564,CancelReminder,delete the 5pm reminder,O B-timeRange I-timeRange B-reminder_type,4
11565,SetAlarm,Set a new alarm for 5pm.,O O O O B-timeRange I-timeRange O,7
11566,SetAlarm,set a alarm for 6 hours ,O O O B-timeRange I-timeRange I-timeRange,6
11567,GetWeather,Should i wear shorts today?,O O O B-condition_temperature B-timeRange O,6
11568,SetAlarm,set alarm for every hour,O O B-timeRange I-timeRange I-timeRange,5
11569,CancelReminder,Cancel my reminder to go to the store,O O B-reminder_type O B-todo I-todo I-todo I-todo,8
11570,GetWeather,Is there going to be a monsoon this weekend,O O O O O O B-condition_temperature B-timeRange I-timeRange,9
11571,SetReminder,remind me to get school books,O O O B-todo I-todo I-todo,6
11572,GetWeather,Is it going to hail today?,O O O O B-condition_temperature B-timeRange O,7
11573,GetWeather,Am I going to need to scrape ice off my car today,O O O O O O O B-condition_temperature O O O B-timeRange,12
11574,SetAlarm,Set alarm for 6am tomorrow morning.,O O B-timeRange I-timeRange I-timeRange O O,7
11575,SetAlarm,I need you to alarm me in 4 hours.,O O O O O O B-timeRange I-timeRange I-timeRange O,10
11576,SetReminder,Set reminders for 24 hours before all appointments,O B-reminder_type B-timeRange I-timeRange I-timeRange I-timeRange O B-todo,8
11577,ShowReminders,Show all my reminders for this week 1 hour before they are scheduled.,O O O B-reminder_type B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange O O O O,14
11578,GetWeather,Will it be sunny tomorrow,O O O B-condition_temperature B-timeRange,5
11579,GetWeather,Is it going to snow in Detroit?,O O O O B-condition_temperature O B-geographic_poi O,8
11580,GetWeather,What is tonight's likelihood of Rain at Magic Kingdom?,O O B-timeRange O O B-condition_temperature O B-geographic_poi I-geographic_poi O,10
11581,ShowReminders,show my reminders for sunday,O O B-reminder_type B-timeRange I-timeRange,5
11582,GetWeather,What the weather in London,O O B-condition_description O B-geographic_poi,5
11583,SetReminder,Remind me to go grocery shopping on Saturday morning.,O O O B-todo I-todo I-todo B-timeRange I-timeRange I-timeRange O,10
11584,GetWeather,do i need a coat for today,O O O O B-condition_temperature B-timeRange I-timeRange,7
11585,GetWeather,What is the heat index for tomorrow ,O O O B-condition_temperature I-condition_temperature B-timeRange I-timeRange,7
11586,SetAlarm,Set an alarm for 6 am tomorrow morning,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
11587,SetAlarm,Set alarm for 8 pm tonight,O O B-timeRange I-timeRange I-timeRange I-timeRange,6
11588,GetWeather,what are the overnight lows tonight?,O O B-timeRange I-timeRange B-condition_temperature B-timeRange O,7
11589,SetReminder,Create a new reminder,O O O B-reminder_type,4
11590,SetReminder,Make a reminder for tomorrow's appointment.,O O B-reminder_type B-timeRange I-timeRange B-todo O,7
11591,SetReminder,Remind me to stop by post office.,O O O B-todo I-todo I-todo I-todo O,8
11592,SetReminder,Remind me to pay phone bill in 3 days,O O O B-todo I-todo I-todo O O O,9
11593,SetReminder,Remind me to call my mom,O O O B-todo I-todo I-todo,6
11594,GetWeather,Will it be sunny in Bozeman today?,O O O B-condition_temperature O B-geographic_poi B-timeRange O,8
11595,GetWeather,will it snow on our way to Alabama,O O B-condition_temperature O O O O B-geographic_poi,8
11596,GetWeather,Would you please provide details for today's weather?,O O O O O B-timeRange I-timeRange B-condition_description O,9
11597,GetWeather,is it snowing today?,O O B-condition_temperature B-timeRange O,5
11598,GetWeather,What's the record temperature for this day?,O O O B-condition_description B-timeRange I-timeRange I-timeRange O,8
11599,ShowAlarms,Do I have any alarms set for tomorrow morning?,O O O O O O B-timeRange I-timeRange I-timeRange O,10
11600,GetWeather,What's the weather like in NYC this weekend?,O O B-condition_description O O B-geographic_poi B-timeRange I-timeRange O,9
11601,GetWeather,Give me the weather for tonight. ,O O O B-condition_description B-timeRange I-timeRange O,7
11602,GetWeather,The highs & lows for today,O B-condition_temperature O B-condition_temperature B-timeRange I-timeRange,6
11603,SetReminder,Set reminder for a birthday party next Friday at 10pm,O B-reminder_type O O B-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange,10
11604,GetWeather,What is it like outside?,O O O O B-geographic_poi O,6
11605,GetWeather,show weather alerts for surrounding counties,O B-condition_description I-condition_description O O O,6
11606,SetAlarm,Set alarm for April 21st,O O B-timeRange I-timeRange I-timeRange,5
11607,GetWeather,Is it going to be a sunny day today?,O O O O O O B-condition_temperature O B-timeRange O,10
11608,GetWeather,WILL IT BE RAINING TOMORROW?,O O O B-condition_temperature B-timeRange O,6
11609,SetAlarm,Set up alarm for 6 am on Wednesdays and Fridays,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange O B-timeRange,10
11610,GetWeather,What's the high temperature for Orlando,O O O B-condition_description O B-geographic_poi,6
11611,SetReminder,Remind me to turn off oven.,O O O B-todo I-todo I-todo O,7
11612,SetAlarm,Set an alarm for 4pm on this day yearly.,O O O B-timeRange I-timeRange O O O O O,10
11613,SetReminder,reminder keys phone wallet 8am,B-reminder_type B-todo I-todo I-todo B-timeRange,5
11614,GetWeather,Is it raining in Fort Lauderdale,O O B-condition_temperature O B-geographic_poi I-geographic_poi,6
11615,GetWeather,when does the weather start to cool down?,O O O B-condition_description O O B-condition_temperature O O,9
11616,SetAlarm,set an alarm for every 30 seconds for 5 minutes,O O O O I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,10
11617,SetAlarm,Set alarm for 2 hours.,O O B-timeRange I-timeRange I-timeRange O,6
11618,SetAlarm,Set my alarm for 7 AM,O O O B-timeRange I-timeRange I-timeRange,6
11619,GetWeather,any rain in chandler tomorrow,O B-condition_temperature O B-geographic_poi B-timeRange,5
11620,GetWeather,what's the high temp tomorrow,O O B-condition_description I-condition_description B-timeRange,5
11621,GetWeather,will it be hot today ,O O O B-condition_temperature B-timeRange,5
11622,GetWeather,is the weather today going to be good enough for golf,O O B-condition_description B-timeRange O O O O O O O,11
11623,CancelReminder,Delete reminder at 4pm,O B-reminder_type B-timeRange I-timeRange,4
11624,GetWeather,Is it going to be cloudy tomorrow? ,O O O O O B-condition_temperature B-timeRange O,8
11625,SetReminder,remind me to reply to susan,O O O B-todo I-todo I-todo,6
11626,CancelAlarm,cancel my alarm for 9am,O O O B-timeRange I-timeRange,5
11627,SetAlarm,Can you wake me up at 10:00 am tomorrow? ,O O O O O B-timeRange O I-timeRange I-timeRange O,10
11628,SetAlarm,Set an alarm for every three hours,O O O B-timeRange I-timeRange I-timeRange I-timeRange,7
11629,GetWeather,what the temp currently,O O B-condition_description B-timeRange,4
11630,SetAlarm,9 o'clock alarm please,B-timeRange O O O,4
11631,SetAlarm,Please set an alarm for every 5 minutes ,O O O O B-timeRange I-timeRange I-timeRange I-timeRange,8
11632,ModifyAlarm,Change my alarm tomorrow morning from 7 am to 9 am.,O O O B-timeRange O B-timeRange I-timeRange O I-timeRange I-timeRange I-timeRange O,12
11633,SetReminder,Remind me to wash the car,O O O B-todo I-todo I-todo,6
11634,GetWeather,how windy is it,O B-condition_temperature O O,4
11635,GetWeather,Do I need a jacket tomorrow,O O O O B-condition_temperature B-timeRange,6
11636,GetWeather,Weather today,B-condition_description B-timeRange,2
11637,SetAlarm,Set alarm for 7 am everyday.,O O B-timeRange I-timeRange I-timeRange I-timeRange O,7
11638,CancelReminder,cancel all my meeting reminders,O O B-todo I-todo B-reminder_type,5
11639,SetAlarm,Set alarm for 10 minutes.,O O B-timeRange I-timeRange I-timeRange O,6
11640,SetAlarm,please set 5:30 alarm for monday,O O B-timeRange O B-timeRange I-timeRange,6
11641,CancelAlarm,Turn 09:00 AM alarm off,O B-timeRange I-timeRange O O,5
11642,GetWeather,do i need to wear sunscreen today,O O O O O B-condition_temperature B-timeRange,7
11643,SetReminder,Remind me of my appointment with David's speech therapist at 11 AM tomorrow,O O O O B-todo I-todo O I-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange,13
11644,CancelAlarm,Disable alarm on Sat & Sun.,O O B-timeRange I-timeRange O B-timeRange O,7
11645,ShowReminders,Show me appointment reminder.,O O B-todo B-reminder_type O,5
11646,SetAlarm,Set my alarm for 4 AM,O O O B-timeRange I-timeRange I-timeRange,6
11647,SetReminder,Remind me to watch movie at 7 PM.,O O O B-todo I-todo B-timeRange I-timeRange I-timeRange O,9
11648,SetReminder,Remind me to call the Dr. on Thursday.,O O O B-todo I-todo O O B-timeRange I-timeRange O,10
11649,SetReminder,remind me to pick up sara from daycare tonight at 4:30?,O O O B-todo I-todo I-todo I-todo I-todo B-timeRange I-timeRange O O,12
11650,GetWeather,What will the weather be like in Orlando on Wednesday,O O O B-condition_description O O O B-geographic_poi B-timeRange I-timeRange,10
11651,SetReminder,remind me to pickup dry cleaning after work,O O O B-todo I-todo I-todo I-todo I-todo,8
11652,GetWeather,does my weekend looks sunny ,O O O O B-condition_temperature,5
11653,SetAlarm,create alarm for 8am,O O B-timeRange I-timeRange,4
11654,ShowReminders,Do I have any reminders?,O O O O B-reminder_type O,6
11655,GetWeather,Do I need to take a jacket tonight?,O O O O O O B-condition_temperature B-timeRange O,9
11656,GetWeather,will it rain saturday,O O B-condition_temperature B-timeRange,4
11657,SetReminder,Make a reminder to get gas.,O O B-reminder_type O B-todo I-todo O,7
11658,GetWeather,What is the high and low for today?,O O O O O O B-timeRange I-timeRange O,9
11659,SetAlarm,Set an alarm for an hour ,O O O B-timeRange I-timeRange I-timeRange,6
11660,CancelAlarm,Turn off alarms on weekdays.,O O O B-timeRange I-timeRange O,6
11661,GetWeather,is it going to be a good week weather wise in san francisco?,O O O O O O O O B-condition_description O O B-geographic_poi I-geographic_poi O,14
11662,SetReminder,remind me to call Lance at 3pm thursday.,O O O B-todo I-todo B-timeRange I-timeRange I-timeRange O,9
11663,GetWeather,What's tomorrow's temperature,O B-timeRange B-condition_description,3
11664,GetWeather,How much hail are we expected to get?,O O B-condition_temperature O O O O O O,9
11665,SetAlarm,set an alarm for 10am sunday,O O O B-timeRange I-timeRange I-timeRange,6
11666,GetWeather,What is the weather for San Francisco? ,O O O B-condition_description O B-geographic_poi I-geographic_poi O,8
11667,GetWeather,it is snowy out,O O B-condition_temperature B-geographic_poi,4
11668,GetWeather,what does tomorrow's weather look like,O O B-timeRange B-condition_description O O,6
11669,GetWeather,Will it be a comfortable temperature tomorrow?,O O O O O B-condition_description B-timeRange O,8
11670,SetAlarm,start a vacation alarm and set it for noon,O O O O O O O B-timeRange I-timeRange,9
11671,ShowReminders,view reminders,O B-reminder_type,2
11672,GetWeather,What is the weather like in Charleston ?,O O O B-condition_description O O B-geographic_poi O,8
11673,GetWeather,can I get a weather update for tonight,O O O O B-condition_description O B-timeRange I-timeRange,8
11674,SnoozeAlarm,snooze the alarm for 12 minutes,O O O B-timeRange I-timeRange I-timeRange,6
11675,GetWeather,is it raining in myrtle beach next week ,O O B-condition_temperature O B-geographic_poi I-geographic_poi B-timeRange I-timeRange,8
11676,GetWeather,Is it sunny out?,O O B-condition_temperature B-geographic_poi O,5
11677,SetReminder,Set a reminder for my doctor's appointment on Tuesday at 9am,O O B-reminder_type O O O I-todo B-timeRange I-timeRange I-timeRange I-timeRange,11
11678,GetWeather,will it be hot or cold today,O O O B-condition_temperature O B-condition_temperature B-timeRange,7
11679,GetWeather,WHAT WILL THE WEATHER BE LIKE NEXT WEEK,O O O B-condition_description O O B-timeRange I-timeRange,8
11680,GetWeather,any rain in forecast for next week,O B-condition_temperature O B-condition_description B-timeRange I-timeRange I-timeRange,7
11681,TimeLeftAlarm,How much time is left on the 6pm alarm,O O O O O B-timeRange I-timeRange I-timeRange O,9
11682,GetWeather,What is the weather in Fort Wayne this weekend,O O O B-condition_description O B-geographic_poi I-geographic_poi B-timeRange I-timeRange,9
11683,SetAlarm,Set alarm to get up at 6 AM,O O O O O B-timeRange I-timeRange I-timeRange,8
11684,TimeLeftAlarm,How much time is left on my 20 minute alarm,O O O O O O O B-timeRange I-timeRange O,10
11685,ShowReminders,Show all my current reminders,O O O O B-reminder_type,5
11686,SetAlarm,Set an alarm to go off every 6 hours,O O O O O O B-timeRange I-timeRange I-timeRange,9
11687,ModifyAlarm,Move 9 am alarm to weekend,O B-timeRange I-timeRange O B-timeRange I-timeRange,6
11688,GetWeather,Should I take a jacket with me ,O O O O B-condition_temperature O O,7
11689,GetWeather,Will the low temperature reach 20 degrees in the next week?,O O O B-condition_description O O O B-timeRange I-timeRange I-timeRange I-timeRange O,12
11690,GetWeather,When is it going to rain next?,O O O O O B-condition_temperature O O,8
11691,GetWeather,rain forecast,B-condition_temperature B-condition_description,2
11692,CancelReminder,cancel my daily reminder,O O B-timeRange B-reminder_type,4
11693,SetReminder,Remind me to invite Sarah to dinner tomorrow.,O O O B-todo I-todo I-todo I-todo B-timeRange O,9
11694,GetWeather,What time is it going to rain?,O O O O O O B-condition_temperature O,8
11695,SetAlarm,set alarm to go off in 10 minutes,O O O O O B-timeRange I-timeRange I-timeRange,8
11696,GetWeather,What is the likelihood of snow today?,O O O O O B-condition_temperature B-timeRange O,8
11697,SetReminder,Remind to cut my hair tomorrow,O O B-todo I-todo I-todo B-timeRange,6
11698,GetWeather,What is the five day forecast for Italy? ,O O B-timeRange I-timeRange I-timeRange B-condition_description O B-geographic_poi O,9
11699,GetWeather,How much rain?,O O B-condition_temperature O,4
11700,CancelAlarm,Cancel 500 pm alarm for Tuesday,O B-timeRange I-timeRange O B-timeRange I-timeRange,6
11701,GetWeather,what is the weather today in DC,O O O B-condition_description B-timeRange O B-geographic_poi,7
11702,CancelAlarm,cancel alarm for saturday morning at 7 am,O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
11703,SetAlarm,set alarm for every 30 seconds,O O B-timeRange I-timeRange I-timeRange I-timeRange,6
11704,GetWeather,Will it rain,O O B-condition_temperature,3
11705,GetWeather,Is it suppose to rain Wednesday?,O O O O B-condition_temperature B-timeRange O,7
11706,SetReminder,Set a reminder to call Heather tomorrow at 10 am.,O O B-reminder_type O B-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange O,11
11707,CancelAlarm,delete alarm for tomorrow,O O B-timeRange I-timeRange,4
11708,CancelReminder,Delete my reminder to buy milk.,O O B-reminder_type O B-todo I-todo O,7
11709,SetAlarm,Set an alarm for Monday at 10 am to check the kids school schedule,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange O O O O O O,14
11710,GetWeather,Is it going hail today?,O O O B-condition_temperature B-timeRange O,6
11711,GetWeather,whats the chance of rain,O O O O B-condition_temperature,5
11712,GetWeather,Is there a chance of thunderstorms this weekend?,O O O O O B-condition_temperature B-timeRange I-timeRange O,9
11713,CancelAlarm,Cancel my alarm for tomorrow morning,O O O B-timeRange I-timeRange I-timeRange,6
11714,CancelReminder,Cancel reminder,O B-reminder_type,2
11715,GetWeather,What is the weather forecast for next Saturday?,O O O B-condition_description I-condition_description B-timeRange I-timeRange I-timeRange O,9
11716,GetWeather,How hot is it going to be in Albuquerque today?,O B-condition_temperature O O O O O O B-geographic_poi B-timeRange O,11
11717,CancelReminder,cancel my reminder to get bread,O O B-reminder_type O B-todo I-todo,6
11718,SnoozeAlarm,snooze this alarm for 10 minutes,O O O B-timeRange I-timeRange I-timeRange,6
11719,ShowReminders,What are my reminds today,O O O O B-timeRange,5
11720,SetReminder,set a reminder to marinate the beef tomorrow morning,O O B-reminder_type O B-todo I-todo I-todo B-timeRange I-timeRange,9
11721,GetWeather,will it rain in New York City tomorrow,O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi B-timeRange,8
11722,SetAlarm,Set the alarm for the flight next week,O O O O O O B-timeRange I-timeRange,8
11723,SetReminder,Remind me to get flowers and a birthday card on Friday,O O O B-todo I-todo I-todo I-todo I-todo I-todo B-timeRange I-timeRange,11
11724,GetWeather,What is the temperature for the next five days?,O O O B-condition_description B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange O,10
11725,GetWeather,is it supposed to rain tomorrow?,O O O O B-condition_temperature B-timeRange O,7
11726,SetAlarm,set alarm for my 10am flight,O O O O B-timeRange O,6
11727,CancelAlarm,I need you to cancel every alarm for this week,O O O O O O O B-timeRange I-timeRange I-timeRange,10
11728,GetWeather,Ultimate weather updates in New York,O B-condition_description O O B-geographic_poi I-geographic_poi,6
11729,GetWeather,weather this morning,B-condition_description B-timeRange I-timeRange,3
11730,SetAlarm,The kids need to go to bed at 800 pm sharp tonight so set the alarm to remind them,O O O O O O O B-timeRange I-timeRange I-timeRange O B-timeRange O O O O O O O,19
11731,SetReminder,remind me to pick up my daughter from soccer at 7,O O O B-todo I-todo I-todo I-todo I-todo I-todo B-timeRange I-timeRange,11
11732,GetWeather,Do I need a sweater today?,O O O O B-condition_temperature B-timeRange O,7
11733,SetReminder,Remind me to watch Game of Thrones at 10PM,O O O B-todo I-todo I-todo I-todo B-timeRange I-timeRange,9
11734,GetWeather,what is it like outside,O O O O B-geographic_poi,5
11735,GetWeather,What's the high for tomorrow?,O O O B-timeRange I-timeRange O,6
11736,GetWeather,Is is going to be cloudy today?,O O O O O B-condition_temperature B-timeRange O,8
11737,GetWeather,How much rain are we getting?,O O B-condition_temperature O O O O,7
11738,GetWeather,Do they expect snow next week?,O O O B-condition_temperature B-timeRange I-timeRange O,7
11739,CancelReminder,Cancel my reminder to attend exercise class.,O O B-reminder_type O B-todo I-todo I-todo O,8
11740,ShowAlarms,what alarm is set for today,O O O O B-timeRange I-timeRange,6
11741,GetWeather,What is the temperature in Raleigh?,O O O B-condition_description O B-geographic_poi O,7
11742,GetWeather,What's up with the weather today?,O O O O B-condition_description B-timeRange O,7
11743,SetAlarm,Set an alarm for 10 at night.,O O O B-timeRange I-timeRange I-timeRange I-timeRange O,8
11744,SetAlarm,Add new alarm for 10 am,O O O B-timeRange I-timeRange I-timeRange,6
11745,GetWeather,Will it get cold tonight?,O O O B-condition_temperature B-timeRange O,6
11746,SetReminder,Remind me to drink water every hour,O O O B-todo I-todo B-timeRange I-timeRange,7
11747,GetWeather,When will it rain?,O O O B-condition_temperature O,5
11748,ShowReminders,do i have any reminders set for today,O O O O B-reminder_type O B-timeRange I-timeRange,8
11749,SetAlarm,Set an alarm for 20 minutes.,O O O B-timeRange I-timeRange I-timeRange O,7
11750,GetWeather,weather report in London,B-condition_description I-condition_description O B-geographic_poi,4
11751,SetReminder,remind me to pick up my mom,O O O B-todo I-todo I-todo I-todo,7
11752,GetWeather,what is it like weather wise in Paris?,O O O O B-condition_description O O B-geographic_poi O,9
11753,SetAlarm,set alarm for 30 seconds for 5 minutes,O O O I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
11754,GetWeather,will there be hail?,O O O B-condition_temperature O,5
11755,GetWeather,what's the weather in 90210?,O O B-condition_description O B-geographic_poi O,6
11756,ShowReminders,What reminders do I have tomorrow,O B-reminder_type O O O B-timeRange,6
11757,GetWeather,should I bring an umbrella with me?,O O O O B-condition_temperature O O O,8
11758,GetWeather,is there rain in the forecast today,O O B-condition_temperature O O B-condition_description B-timeRange,7
11759,ShowReminders,Open all of my reminders.,O O O O B-reminder_type O,6
11760,GetWeather,what is the temperature in Memphis,O O O B-condition_description O B-geographic_poi,6
11761,SetAlarm,I need a 2 P.M alarm tomorrow,O O O B-timeRange O O O O B-timeRange,9
11762,SetAlarm,set my alarm for 6am,O O O B-timeRange I-timeRange,5
11763,SetReminder,set a reminder to make my car payment,O O B-reminder_type O B-todo I-todo I-todo I-todo,8
11764,SetReminder,Remind me to get a flu shot this week,O O O B-todo I-todo I-todo I-todo B-timeRange I-timeRange,9
11765,SetAlarm,Will you set the alarm for 5 minutes?,O O O O O B-timeRange I-timeRange I-timeRange O,9
11766,CancelAlarm,cancel my alarm to wake me up in the morning but keep the alarm for the other days,O O O O O O O B-timeRange O I-timeRange O O O O O I-timeRange O O,18
11767,SetReminder,Remind me to call Mom on Saturday morning,B-reminder_type O O B-todo I-todo B-timeRange I-timeRange I-timeRange,8
11768,GetWeather,"Precipitation forecast for Athens, Greece.",B-condition_temperature B-condition_description O O O I-geographic_poi O,7
11769,GetWeather,What is the weather like in Guam?,O O O B-condition_description O O B-geographic_poi O,8
11770,SetReminder,Can you remind me to pick up fido from doggy day care tomorrow at 3:30?,O O O O O B-todo I-todo I-todo I-todo I-todo I-todo I-todo B-timeRange I-timeRange O O,16
11771,GetWeather,"What is the temperature outside in Orlando, Florida?",O O O B-condition_description B-geographic_poi O O O I-geographic_poi O,10
11772,GetWeather,What is the temperature at 2:00 pm today?,O O O B-condition_description B-timeRange O I-timeRange I-timeRange O,9
11773,SetReminder,remind me to call the water company,O O O B-todo I-todo I-todo I-todo,7
11774,SetReminder,Set a reminder to remind my son to take his medication,O O B-reminder_type O B-todo I-todo I-todo I-todo I-todo I-todo I-todo,11
11775,GetWeather,are we going to get warm weather this week,O O O O O B-condition_temperature B-condition_description B-timeRange I-timeRange,9
11776,SetAlarm,Set alarm for monthly appointments,O O B-timeRange I-timeRange O,5
11777,SetAlarm,Set a 2 pm alarm.,O O B-timeRange I-timeRange O O,6
11778,GetWeather,When will the tornado warning end?,O O O B-condition_description I-condition_description O O,7
11779,SetReminder,remind me to take my medication,O O O B-todo I-todo I-todo,6
11780,SetReminder,remind me to sell my home tomorrow at 8pm with alarm.,O O O B-todo I-todo I-todo O O O O O O,12
11781,CancelAlarm,Turn off the alarm for tomorrow morning,O O O O B-timeRange I-timeRange I-timeRange,7
11782,GetWeather,Is there ice in the forecast?,O O B-condition_temperature O O B-condition_description O,7
11783,CancelReminder,Delete all of my reminders for tomorrow.,O O O O B-reminder_type B-timeRange I-timeRange O,8
11784,GetWeather,Is it nice out today?,O O B-condition_temperature B-geographic_poi B-timeRange O,6
11785,SetReminder,Remind me to drink water every 3 hours.,O O O B-todo I-todo B-timeRange I-timeRange I-timeRange O,9
11786,GetWeather,is it storming?,O O B-condition_temperature O,4
11787,GetWeather,WHAT IS THE TEMPERATURE OUTSIDE TODAY?,O O O B-condition_description B-geographic_poi B-timeRange O,7
11788,CancelAlarm,delete alarm for Saturday,O O B-timeRange I-timeRange,4
11789,GetWeather,show me the weather for Sunday,O O O B-condition_description B-timeRange I-timeRange,6
11790,GetWeather,whats the weather today,O O B-condition_description B-timeRange,4
11791,ModifyAlarm,Change the 8am alarm to 10am,O B-timeRange I-timeRange O B-timeRange I-timeRange,6
11792,SetAlarm,set alarm for 7 am on wednesday,O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,7
11793,GetWeather,Will the hurricane make land fall today,O O B-condition_temperature O O O B-timeRange,7
11794,SetAlarm,Set alarm to go off every 5 minutes. ,O O O O O B-timeRange I-timeRange I-timeRange O,9
11795,SetAlarm,Set an alarm for 7:30,O O O B-timeRange O,5
11796,CancelReminder,Cancel reminder to buy yogurt,O B-reminder_type O B-todo I-todo,5
11797,ModifyAlarm,repeat alarm time everyday,O O O B-timeRange,4
11798,SetReminder,Set a reminder to call Carol tomorrow,O O B-reminder_type O B-todo I-todo B-timeRange,7
11799,GetWeather,whats the temp in phoenix right now ,O O B-condition_description O B-geographic_poi O B-timeRange,7
11800,SetReminder,remind me to visit my mom this weekend,O O O B-todo I-todo I-todo B-timeRange I-timeRange,8
11801,GetWeather,What is the temperature going to be wednesday?,O O O B-condition_description O O O B-timeRange O,9
11802,GetWeather,is it going to freeze today,O O O O B-condition_temperature B-timeRange,6
11803,GetWeather,Do I need a jacket at Lake Shasta today?,O O O O B-condition_temperature O B-geographic_poi I-geographic_poi B-timeRange O,10
11804,ShowReminders,Show me reminders for Saturday,O O B-reminder_type B-timeRange I-timeRange,5
11805,GetWeather,Is there a blizzard warning,O O O B-condition_description I-condition_description,5
11806,SetAlarm,Set my alarm for an hour every three hours.,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange O,10
11807,ShowReminders,when did I add the reminder to buy eggs?,O O O O O B-reminder_type O B-todo I-todo O,10
11808,GetSunriseTime,What time is sunrise tomorrow?,O O O B-timeRange I-timeRange O,6
11809,GetWeather,How cold will it be at nighttime?,O B-condition_temperature O O O B-timeRange I-timeRange O,8
11810,GetWeather,What is the weather in Virginia Beach next week?,O O O B-condition_description O B-geographic_poi I-geographic_poi B-timeRange I-timeRange O,10
11811,GetWeather,do i need a coat today,O O O O B-condition_temperature B-timeRange,6
11812,GetWeather,Should I bring a rain coat to Seattle this week?,O O O O B-condition_temperature I-condition_temperature O B-geographic_poi B-timeRange I-timeRange O,11
11813,SetReminder,"Make reminder - 5k training, every morning 7 am.",O B-reminder_type O B-todo I-todo O B-timeRange I-timeRange B-timeRange I-timeRange O,11
11814,GetWeather,What is the weather for tomorrow in New York?,O O O B-condition_description B-timeRange I-timeRange O B-geographic_poi I-geographic_poi O,10
11815,GetWeather,what's on the radar for today,O O O B-condition_description B-timeRange I-timeRange,6
11816,SetReminder,remind me to pick up dog food tonight,O O O B-todo I-todo I-todo I-todo B-timeRange,8
11817,SetReminder,Remind me to email church on Wednesday morning.,O O O B-todo I-todo B-timeRange I-timeRange I-timeRange O,9
11818,GetWeather,WHAT IS THE FORECAST FOR TODAY?,O O O B-condition_description B-timeRange I-timeRange O,7
11819,GetWeather,when will the rain stop today,O O O B-condition_description O B-timeRange,6
11820,SetAlarm,Set an alarm for weekdays at 8am,O O O B-timeRange I-timeRange I-timeRange I-timeRange,7
11821,GetWeather,Do I need sunblock today?,O O O B-condition_temperature B-timeRange O,6
11822,CancelAlarm,Delete alarm for 4 am tomorrow.,O O B-timeRange I-timeRange I-timeRange I-timeRange O,7
11823,GetWeather,Tell me if it's going to rain or not.,O O O O O O B-condition_temperature O O O,10
11824,SetAlarm,set  alarm for 7 am tomorrow,O O B-timeRange I-timeRange I-timeRange I-timeRange,6
11825,GetWeather,what is the weather like for the next week,O O O B-condition_description O B-timeRange I-timeRange I-timeRange I-timeRange,9
11826,GetWeather,where is the storm now?,O O O B-condition_temperature B-timeRange O,6
11827,GetWeather,What is the lowest temperature tonight,O O O O B-condition_description B-timeRange,6
11828,SetReminder,Remind me to turn off the coffee pot before 9 am.,O O O B-todo I-todo I-todo I-todo I-todo B-timeRange I-timeRange I-timeRange O,12
11829,CancelReminder,Cancel reminders on Tuesday,O B-reminder_type B-timeRange I-timeRange,4
11830,GetWeather,Should I bring a coat?,O O O O B-condition_temperature O,6
11831,SetReminder,please set a reminder to call my sister tomorrow during my lunch break,O O O B-reminder_type O B-todo O I-todo B-timeRange O I-todo O O,13
11832,SetReminder,remind me to do homework tonight,O O O B-todo I-todo B-timeRange,6
11833,GetWeather,what's the high today,O O O B-timeRange,4
11834,GetWeather,What is the high today,O O O O B-timeRange,5
11835,SetAlarm,New alarm set at 6pm.,O O O B-timeRange I-timeRange O,6
